Employer,City,State,CEI Rating
Janus Henderson Investors,Denver,CO,100
Jefferies Group,New York,NY,20
Jenner & Block LLP,Chicago,IL,100
JetBlue Airways Corp.,Long Island City,NY,90
JLL,Chicago,IL,100
John Hancock Financial Services Inc.,Boston,MA,100
John Wiley & Sons Inc.,Hoboken,NJ,100
Johnson & Johnson,New Brunswick,NJ,100
Johnson Controls Inc.,Milwaukee,WI,90
Johnson Financial Group,Racine,WI,70
JPMorgan Chase & Co.,New York,NY,100
JSX,Dallas,TX,100
K&L Gates LLP,Pittsburgh,PA,100
Kaiser Permanente,Oakland,CA,100
Kantar LLC,New York,NY,90
Katten Muchin Rosenman LLP,Chicago,IL,100
KB Home,Los Angeles,CA,30
Kearney,Chicago,IL,100
Kelley Drye & Warren LLP,New York,NY,100
Kellogg Co.,Battle Creek,MI,100
Kelly Services Inc.,Troy,MI,90
Kenneth Cole Productions Inc.,New York,NY,90
Kering Americas Inc.,New York,NY,100
Keurig Dr Pepper Inc.,Plano,TX,100
KeyCorp,Cleveland,OH,100
Kilpatrick Townsend & Stockton LLP,Atlanta,GA,100
Kimberly-Clark Corp.,Irving,TX,100
Kimpton Hotel & Restaurant Group LLC,San Francisco,CA,100
Kinder Morgan Inc.,Houston,TX,20
Kindred Healthcare,Louisville,KY,90
King & Spalding LLP,Atlanta,GA,100
Kirkland & Ellis LLP,Chicago,IL,100
KKR & Co. LP,New York,NY,100
KLA Corporation,Milpitas,CA,30
Knot Worldwide  The,Chevy Chase,MD,100
Kobre & Kim,New York,NY,100
Kohler Co.,Kohler,WI,90
Kohl's Corp.,Menomonee Falls,WI,100
Komatsu Mining Corp.,Milwaukee,WI,100
Korn Ferry,Los Angeles,CA,100
KPMG LLP,New York,NY,100
Kraft Heinz Company The,Chicago,IL,100
Kramer Levin Naftalis & Frankel LLP,New York,NY,85
Kroger Co. The,Cincinnati,OH,100
Kutak Rock LLP,Omaha,NE,100
L Brands Inc.,Columbus,OH,100
L.L. Bean Inc.,Freeport,ME,90
L3 Harris Technologies,Melbourne,FL,100
Laboratory Corporation of America Holdings,Burlington,NC,100
Laclede Group Inc. The,St. Louis,MO,60
Lam Research Corp.,Fremont,CA,100
Land O'Lakes Inc.,Arden Hills,MN,100
Lane Powell PC,Seattle,WA,100
Las Vegas Sands Corp.,Las Vegas,NV,85
Latham & Watkins LLP,New York,NY,100
Lathrop GPM,Kansas City,MO,95
Lear Corp.,Southfield,MI,90
LeClairRyan,Richmond,VA,95
Leidos Holdings,Reston,VA,100
LendingClub,San Francisco,CA,85
Lendlease Americas Inc.,New York,NY,100
Lennar Corp.,Miami,FL,20
LENOVO (UNITED STATES) INC.,Morrisville,NC,100
Leo Burnett Company Inc.,Chicago,IL,100
Levi Strauss & Co.,San Francisco,CA,100
LexisNexis Legal & Professional,New York,NY,100
Lexmark International Inc.,Lexington,KY,100
Liberty Media Corp.,Englewood,CO,0
Liberty Mutual Group,Boston,MA,100
Lincoln National Corp.,Radnor,PA,100
Linde,Danbury,CT,90
LinkedIn,Sunnyvale,CA,100
Lions Gate Entertainment Corp.,Santa Monica,CA,100
Lithia Motors Inc.,Medford,OR,20
Littler Mendelson PC,San Francisco,CA,100
Live Nation Entertainment Inc.,Beverly Hills,CA,100
Livongo,Mountain View,CA,100
LKQ Corp.,Chicago,IL,20
Locke Lord LLP,Dallas,TX,100
Lockheed Martin Corp.,Bethesda,MD,100
Loeb & Loeb LLP,Los Angeles,CA,100
Loews Corp.,New York,NY,55
Lord Abbett & Co. LLC,Jersey City,NJ,100
L'Oreal USA Inc.,New York,NY,100
Lowenstein Sandler LLP,New York,NY,100
Lowe's Companies Inc.,Mooresville,NC,100
LPL Financial Holdings Inc.,Boston,MA,100
Lubrizol Corp.,Wickliffe,OH,90
Lumen Technologies,Monroe,LA,100
Lyft Inc.,San Francisco,CA,100
M&T Bank Corp.,Buffalo,NY,100
Macmillan Learning,New York,NY,100
Macmillan Publishing Group,New York,NY,100
Macquarie Group Ltd.,New York,NY,100
Macy's Inc.,Cincinnati,OH,100
Magellan Health Services Inc.,Scottsdale,AZ,20
Mallinckrodt LLC,Hazelwood,MO,100
Manatt Phelps & Phillips LLP,Los Angeles,CA,100
ManpowerGroup,Milwaukee,WI,100
Marathon Oil Corp.,Houston,TX,60
Marathon Petroleum Corp.,Findlay,OH,100
Markel Corporation,Glen Allen,VA,20
Marriott International Inc.,Bethesda,MD,100
Mars Inc.,Mt. Olive,NJ,100
Marsh & McLennan Companies Inc.,New York,NY,100
Masco Corp.,Livonia,MI,80
Massachusetts Mutual Life Insurance Co.,Springfield,MA,100
MasTec Inc.,Coral Gables,FL,20
Mastercard,Purchase,NY,100
Mathematica Policy Research,Princeton,NJ,100
Mattel Inc.,El Segundo,CA,100
Mayer Brown LLP,Chicago,IL,100
McCarter & English LLP,Newark,NJ,85
McCormick & Company Inc.,Hunt Valley,MD,90
McDermott Will & Emery LLP,Chicago,IL,100
McDonald's Corp.,Oak Brook,IL,100
McGraw Hill LLC,New York,NY,100
McGuireWoods LLP,Richmond,VA,95
McKesson Corp.,San Francisco,CA,100
McKinsey & Co. Inc.,New York,NY,100
Medallia Inc.,San Francisco,CA,100
Medidata Solutions Inc.,New York,NY,100
Medtronic PLC,Minneapolis,MN,100
Meijer Inc.,Grand Rapids,MI,100
Mercedes-Benz Financial Services USA LLC (MBFS),Farmington Hills,MI,90
Merck,Kenilworth,NJ,100
Meredith Corp.,Des Moines,IA,85
Mesirow Financial Holdings Inc.,Chicago,IL,100
MetLife Inc.,New York,NY,100
MGM Resorts International,Las Vegas,NV,100
Michael Best & Friedrich LLP,Milwaukee,WI,100
Michael Page International Inc.,New York,NY,100
Michaels Companies Inc. The,Irving,TX,55
Micron Technology Inc.,Boise,ID,100
Microsoft Corp.,Redmond,WA,100
Milbank LLP,New York,NY,90
Mintz Levin Cohn Ferris Glovsky & Popeo PC,Boston,MA,100
Mitchell Gold + Bob Williams,Taylorsville,NC,100
Mohawk Industries Inc.,Calhoun,GA,0
Molina Healthcare Inc.,Long Beach,CA,40
Molson Coors Brewing,Chicago,IL,100
Mondelez International Inc.,Chicago,IL,100
Montgomery McCracken Walker & Rhoads LLP,Philadelphia,PA,100
Moody's Corp.,New York,NY,100
Moore & Van Allen PLLC,Charlotte,NC,100
Morgan Stanley,New York,NY,100
Morgan Lewis & Bockius LLP,Philadelphia,PA,100
Morningstar Inc.,Chicago,IL,100
Morris Manning & Martin LLP,Atlanta,GA,100
Morrison & Foerster LLP,San Francisco,CA,100
Mosaic Co.,Tampa,FL,50
Motorola Solutions Inc.,Chicago,IL,100
Mozilla Corporation,Mountain View,CA,95
MSLGROUP Americas,New York,NY,100
MUFG Union Bank N.A.,New York,NY,100
Munger Tolles & Olson LLP,Los Angeles,CA,100
Murphy USA,El Dorado,AR,0
Mutual of Omaha Insurance,Omaha,NE,90
NASDAQ Inc.,New York,NY,100
National Cable Communications LLC dba Ampersand,New York,NY,70
National CineMedia Inc.,Centennial,CO,100
National Grid USA,Waltham,MA,100
National Oilwell Varco Inc.,Houston,TX,10
Nationwide,Columbus,OH,100
Navient,Wilmington,DE,90
NCR Corp.,Atlanta,GA,100
Nelson Mullins Riley & Scarborough LLP,Columbia,SC,75
Nestlé Health Science,St. Louis,MO,100
Nestlé Purina PetCare Co.,Arlington,VA,100
Nestlé USA Inc.,Bridgewater,NJ,100
Nestlé Waters North America Inc.,Stamford,CT,100
NetApp Inc.,Sunnyvale,CA,90
Netflix Inc.,Los Gatos,CA,100
Neuberger Berman Group LLC,New York,NY,100
New Belgium Brewing Company,Fort Collins,CO,100
New Relic Inc.,San Francisco,CA,95
New York Life Insurance Company,New York,NY,100
New York Times Co.,New York,NY,65
Newell Brands Inc.,Atlanta,GA,100
Newmont Corp.,Greenwood Village,CO,100
News Corp.,New York,NY,10
NextEra Energy Inc.,Juno Beach,FL,50
NFP,New York,NY,70
NGL Energy Partners,Tulsa,OK,0
Nielsen,New York City,NY,100
Nike Inc.,Beaverton,OR,100
NiSource Inc.,Merrillville,IN,90
Nissan North America Inc.,Franklin,TN,100
Nixon Peabody LLP,Boston,MA,100
Nokia Inc.,Irving,TX,100
Nomura,New York,NY,100
Nordstrom Inc.,Seattle,WA,100
Norfolk Southern Corp.,Norfolk,VA,75
North Highland,Atlanta,GA,95
North Memorial Health,Robbinsdale,MN,90
Northern Trust Corp.,Chicago,IL,100
Northfield Park Associates LLC,Northfield,OH,55
Northrop Grumman Corp.,Falls Church,VA,100
Northwestern Mutual Life Insurance,Milwaukee,WI,100
Norton Rose Fulbright,Houston,TX,100
NortonLifeLock,Mountain View,CA,100
Novartis Pharmaceuticals Corp.,East Hanover,NJ,100
Novo Nordisk Inc.,Plainsboro,NJ,100
NRG Energy Inc.,Princeton,NJ,85
Nuance Communications,Burlington,MA,100
Nucor Corp.,Charlotte,NC,0
nVent Electric PLC,Minneapolis,MN,75
NVIDIA Corp.,Santa Clara,CA,100
NVR Inc.,Reston,VA,20
Oaktree Capital Management LP,Los Angeles,CA,100
Occidental Petroleum,Houston,TX,20
Ocean Spray Cranberries Inc.,Lakeville-Middleboro,MA,100
Office Depot Inc.,Boca Raton,FL,100
Ogilvy Group Inc. The,New York,NY,100
Ogletree Deakins Nash Smoak & Stewart,Greenville,SC,100
O-I Glass,Perrysburg,OH,50
Old National Bank,Evansville,IN,90
Old Republic International,Chicago,IL,20
Olin Corporation,Clayton,MO,20
O'Melveny & Myers LLP,Los Angeles,CA,100
Omnicom Group,New York,NY,100
ON Semiconductor Corp.,Phoenix,AZ,65
ONE Gas Inc.,Tulsa,OK,40
ONEOK Inc.,Tulsa,OK,100
Oracle Corp.,Redwood City,CA,100
O'Reilly Automotive Inc.,Springfield,MO,0
Orrick Herrington & Sutcliffe LLP,San Francisco,CA,100
Oscar Insurance Corporation,New York,NY,95
Oshkosh Corp.,Oshkosh,WI,70
Otis Worldwide Corporation,Farmington,CT,100
Overstock.com Inc.,Midvale,UT,80
Owens Corning,Toledo,OH,100
Paccar Inc.,Bellevue,WA,20
Pacific Life Insurance Co.,Newport Beach,CA,95
Packaging Corporation of America,Lake Forest,IL,20
Palo Alto Networks,Santa Clara,CA,100
Panera Bread Co.,St. Louis,MO,85
Papa John's International Inc.,Louisville,KY,100
Parexel International Corp.,Billerica,MA,100
Pariveda Solutions Inc.,Dallas,TX,95
Parker Hannifin Corp.,Cleveland,OH,20
Parsons Corporation,Pasadena,CA,95
Patagonia Inc.,Ventura,CA,100
Patterson Belknap Webb & Tyler LLP,New York,NY,100
Patterson Companies (Patterson Dental Supply),St. Paul,MN,100
Paul Hastings LLP,Los Angeles,CA,100
Paul Weiss Rifkind Wharton & Garrison LLP,New York,NY,90
PayPal Holdings Inc.,San Jose,CA,100
PBF Energy,Parsippany,NJ,20
Peabody,St. Louis,MO,75
Peapod Digital Labs LLC,Chicago,IL,100
Pearson,Hoboken,NJ,100
Peloton Interactive Inc.,New York,NY,100
Penske Automotive Group Inc.,Bloomfield Hills,MI,20
PepsiCo Inc.,Purchase,NY,100
Performance Food Group Co.,Richmond,VA,20
Perkins and Will Inc.,Chicago,IL,100
Perkins Coie LLP,Seattle,WA,100
Pernod Ricard USA LLC,New York,NY,100
Peter Kiewit Sons' Inc.,Omaha,NE,20
PetSmart Inc.,Phoenix,AZ,90
Pfizer Inc.,New York,NY,100
PG&E Corp.,San Francisco,CA,100
Philip Morris International Inc.,New York,NY,80
Philips,Cambridge,MA,100
Phillips 66,Houston,TX,100
Pillsbury Winthrop Shaw Pittman LLP,New York,NY,100
PIMCO LLC,Newport Beach,CA,100
Pinnacle West Capital,Phoenix,AZ,75
Pinterest Inc.,San Francisco,CA,100
Pioneer Natural Resources Company,Irving,TX,20
Pitney Bowes Inc.,Stamford,CT,100
Plains GP Holdings,Houston,TX,0
PNC Financial Services Group Inc. The,Pittsburgh,PA,100
PNM Resources Inc.,Albuquerque,NM,45
Polaris Industries Inc.,Medina,MN,100
Polsinelli,Kansas City,MO,100
Porter Wright Morris & Arthur LLP,Columbus,OH,90
Portland General Electric Co.,Portland,OR,100
Post Holdings,St. Louis,MO,20
PPG Industries Inc.,Pittsburgh,PA,90
PPL Corp.,Allentown,PA,100
PricewaterhouseCoopers LLP,New York,NY,100
Principal Financial Group,Des Moines,IA,100
Procter & Gamble Co.,Cincinnati,OH,100
Progressive Corp. The,Mayfield Village,OH,85
PROS,Houston,TX,95
Proskauer Rose LLP,New York,NY,100
Prudential Financial Inc.,Newark,NJ,100
PTC Inc.,Boston,MA,100
Public Service Enterprise Group,Newark,NJ,90
Publicis Healthcare Communications,New York,NY,100
Publicis Inc.,New York,NY,100
Publicis Media,New York,NY,100
Publicis Sapient,Boston,MA,100
Publix Super Markets Inc.,Lakeland,FL,0
PulteGroup Inc.,Atlanta,GA,85
PVH Corp.,New York,NY,100
Pyxus International Inc.,Morrisville,NC,30
Quaintance-Weaver Management LLC,Greensboro,NC,100
Qualcomm Inc.,San Diego,CA,100
Quanta Services,Houston,TX,20
Quantcast Corp.,San Francisco,CA,100
Quarles & Brady LLP,Milwaukee,WI,100
Quest Diagnostics Inc.,Secaucus,NJ,100
Quinn Emanuel Urquhart & Sullivan LLP,Los Angeles,CA,100
Qurate Retail Group,West Chester,PA,100
R.R. Donnelley & Sons Co.,Chicago,IL,95
Rackspace Technology,San Antonio,TX,100
Radian Group Inc.,Philadelphia,PA,60
Ralph Lauren Corp.,New York,NY,100
Ramboll US Corporation,Arlington,VA,80
Randstad USA,Atlanta,GA,100
Raymond James Financial Inc.,St. Petersburg,FL,100
Raytheon Technologies Corp.,Waltham,MA,100
RB,Parsippany,NJ,65
RBC Capital Markets LLC,New York,NY,100
RBC Wealth Management,Minneapolis,MN,100
Re/Max LLC,Denver,CO,55
Re:Sources USA Inc.,Long Island City,NY,100
Realogy Holdings Corp.,Madison,NJ,90
Recreational Equipment Inc.,Kent,WA,95
Red Hat Inc.,Raleigh,NC,85
Redfin Corp.,Seattle,WA,85
Reed Smith LLP,Pittsburgh,PA,100
Regal Entertainment Group,Knoxville,TN,60
Regeneron Pharmaceuticals,Tarrytown,NY,20
Regions Financial Corp.,Birmingham,AL,100
Reinhart Boerner Van Deuren s.c.,Milwaukee,WI,95
Reinsurance Group of America Inc.,Chesterfield,MO,90
Reliance Steel & Aluminum Co.,Los Angeles,CA,20
Relias LLC,Morrisville,NC,100
Replacements Ltd.,McLeansville,NC,100
Republic Services Inc.,Phoenix,AZ,85
Restaurant Brands International,Miami,FL,100
Retail Business Services,Salisbury,NC,100
Reynolds American Inc.,Winston-Salem,NC,100
RingCentral Inc.,Belmont,CA,100
Riot Games Inc.,Los Angeles,CA,95
Rite Aid Corp.,Camp Hill,PA,50
Robert Bosch Corp.,Farmington Hills,MI,90
Robert Half,Menlo Park,CA,100
Robert W. Baird & Co. Incorporated,Milwaukee,WI,100
Robins Kaplan LLP,Minneapolis,MN,100
Roche Diagnostics Corp.,Indianapolis,IN,100
Rockland Trust Co.,Rockland,MA,100
Rockwell Automation Inc.,Milwaukee,WI,100
Rolls-Royce North America (USA) Holdings Co.,Reston,VA,20
Ropes & Gray LLP,Boston,MA,100
Ross Stores Inc.,Dublin,CA,90
Royal Caribbean Cruises Ltd.,Miami,FL,100
RSM US LLP,Chicago,IL,100
Ryder System Inc.,Miami,FL,80
S&P Global Inc.,New York,NY,100
S.C. Johnson & Son Inc.,Racine,WI,100
Saatchi & Saatchi North America Inc.,New York,NY,100
Sabre Holdings Inc.,Southlake,TX,50
Saint-Gobain Corp.,Malvern,PA,90
Saks Inc.,New York,NY,50
Salesforce,San Francisco,CA,100
Sally Beauty Holdings Inc.,Denton,TX,95
Samsung Electronics America Inc.,Ridgefield Park,NJ,100
Sanderson Farms Inc.,Laurel,MS,100
Sanmina-SCI,San Jose,CA,20
Sanofi,Bridgewater,NJ,100
SAP America Inc.,Newtown Square,PA,100
SAS,Cary,NC,90
Saul Ewing Arnstein & Lehr LLP,Philadelphia,PA,100
SBE,Los Angeles,CA,40
Schiff Hardin LLP,Chicago,IL,100
Schneider Electric,Andover,MA,100
Scholastic Corp.,New York,NY,85
Schulte Roth & Zabel LLP,New York,NY,100
Science Applications International Corp.,Reston,VA,100
Scotts Miracle-Gro Company,Marysville,OH,80
Seaboard Corp.,Merriam,KS,0
Seacoast National Bank,Stuart,FL,100
Seagate Technology plc,Cupertino,CA,100
Sealed Air Corp.,Charlotte,NC,60
Securian Financial Group Inc.,St. Paul,MN,90
Selective Insurance Group,Branchville,NJ,40
Sempra Energy,San Diego,CA,100
Sephora,San Francisco,CA,100
ServiceNow,Santa Clara,CA,100
Seyfarth Shaw LLP,Chicago,IL,100
Shake Shack Inc.,New York,NY,100
Shearman & Sterling LLP,New York,NY,100
Shell Oil Co.,Houston,TX,100
Sheppard Mullin Richter & Hampton LLP,Los Angeles,CA,100
Sherwin-Williams Co. The,Cleveland,OH,95
SHI International Corp.,Somerset,NJ,30
Shook Hardy & Bacon LLP,Kansas City,MO,100
Shutterstock Inc.,New York,NY,95
Sidley Austin LLP,Chicago,IL,100
Siemens Corp.,Washington DC,DC,100
Siemens Healthineers USA,Tarrytown,NY,100
Siemens Medical Solutions USA Inc.,Malvern,PA,100
Simon Property Group Inc.,Indianapolis,IN,20
Simpson Thacher & Bartlett LLP,New York,NY,100
SIRIUS XM + Pandora,New York,NY,100
Skadden Arps Slate Meagher & Flom LLP,New York,NY,100
SkyWest Inc.,St. George,UT,70
Slalom,Seattle,WA,100
SLM Corp. (Sallie Mae),Newark,DE,70
Snagajob.com Inc.,Glen Allen,VA,95
Snell & Wilmer,Phoenix,AZ,100
Société Générale,New York,NY,100
Sodexo Inc.,Gaithersburg,MD,100
Softchoice Corp.,Chicago,IL,100
Software AG USA Inc.,Reston,VA,45
Sonic Automotive Inc.,Charlotte,NC,0
Sonoco Products Company,Hartsville,SC,80
Sony Corporation of America,New York,NY,100
Sony Electronics Inc.,San Diego,CA,100
Sony Interactive Entertainment LLC,San Mateo,CA,100
Sony Pictures Entertainment Inc.,Culver City,CA,100
Southeastern Grocers Inc.,Jacksonville,FL,85
Southern Co.,Atlanta,GA,100
Southwest Airlines Co.,Dallas,TX,100
SPARC Group LLC,Lyndhurst,NJ,100
SpartanNash,Byron Center,MI,65
Spirit AeroSystems Inc.,Wichita,KS,85
Splunk Inc.,San Francisco,CA,100
Spotify USA Inc.,New York,NY,95
Squarespace,New York,NY,90
Squire Patton Boggs,Cleveland,OH,100
Standard Chartered,New York,NY,100
Standard Insurance Co.,Portland,OR,100
Stanley Black & Decker Inc.,New Britain,CT,100
Staples Inc.,Framingham,MA,100
Starbucks Corp.,Seattle,WA,100
State Farm Group,Bloomington,IL,85
State Street Corp.,Boston,MA,100
Steel Dynamics Inc.,Fort Wayne,IN,55
Steelcase Inc.,Grand Rapids,MI,100
Steptoe & Johnson LLP,Washington DC,DC,100
Stinson LLP,Kansas City,MO,100
Stoel Rives LLP,Portland,OR,100
Stop & Shop Supermarket Company LLC The,Quincy,MA,100
Stryker Corp.,Kalamazoo,MI,100
Subaru of America Inc.,Cherry Hill,NJ,100
SUEZ Water Technologies and Solutions,Trevose,PA,80
Sullivan & Cromwell LLP,New York,NY,85
Sumitomo Mitsui Banking Corporation,New York,NY,100
Sun Life,Wellesley Hills,MA,100
Sunrun Inc.,San Francisco,CA,85
Supervalu Inc.,Eden Prairie,MN,40
SurveyMonkey Inc.,San Mateo,CA,55
Synchrony,Stamford,CT,100
SYNNEX Corp.,Fremont,CA,95
SYSCO Corp.,Houston,TX,80
T. Rowe Price Associates Inc.,Baltimore,MD,100
Tailored Brands Inc.,Houston,TX,95
Takeda Pharmaceuticals USA Inc.,Deerfield,IL,100
Tapestry Inc.,New York,NY,100
Targa Resources Corp.,Houston,TX,0
Target Corp.,Minneapolis,MN,100
TD Ameritrade,Omaha,NE,100
TD Bank N.A.,Cherry Hill,NJ,100
TD Securities (USA) LLC,New York,NY,100
TDS Telecommunications LLC,Madison,WI,100
TE Connectivity Inc.,Berwyn,PA,100
Tech Data Corp.,Clearwater,FL,100
TEGNA Inc.,McLean,VA,100
TENET Healthcare Corporation,Dallas,TX,80
Tenneco Inc.,Lake Forest,IL,20
Teradata Corp.,San Diego,CA,90
Tesla Inc.,Palo Alto,CA,100
Teva Pharmaceutical USA Inc.,Parsippany,NJ,100
Texas Instruments Inc.,Dallas,TX,100
Textron Inc.,Providence,RI,60
Thermo Fisher Scientific Inc.,Waltham,MA,100
Thompson & Knight LLP,Dallas,TX,90
Thompson Coburn LLP,St. Louis,MO,100
Thompson Hine LLP,Cleveland,OH,100
Thomson Reuters,Stamford,CT,100
Thor Industries Inc.,Elkhart,IN,20
Thrivent Financial,Minneapolis,MN,85
TIAA,New York,NY,100
Tiffany & Co.,New York,NY,100
TJX Companies Inc. The,Framingham,MA,100
T-Mobile USA Inc.,Bellevue,WA,100
Toast Inc.,Boston,MA,65
Toll Brothers Inc.,Fort Washington DC,PA,75
Toyota Motor North America Inc.,Plano,TX,100
TPG Global LLC,Fort Worth,TX,100
Tractor Supply Company,Brentwood,TN,70
Trane Technologies,Davidson,NC,90
Transamerica Corp. The,Cedar Rapids,IA,100
TransUnion,Chicago,IL,100
TravelCenters of America,Westlake,OH,10
Travelers Companies Inc. The,New York,NY,100
Travelport Ltd.,Atlanta,GA,75
TreeHouse Foods Inc.,Oak Brook,IL,20
TripAdvisor Inc.,Needham,MA,100
Troutman Pepper Hamilton Sanders LLP,Atlanta,GA,100
True Value Co. LLC,Chicago,IL,85
Truist Financial,Charlotte,NC,100
Tufts Health Plan,Watertown,MA,100
Turner Construction Co.,New York,NY,100
Twitter Inc.,San Francisco,CA,100
Tyson Foods Inc.,Springdale,AR,90
U.S. Bancorp,Minneapolis,MN,100
U.S. Cellular,Chicago,IL,100
Uber Technologies Inc.,San Francisco,CA,100
UBS AG,New York,NY,100
UGI Corp.,King of Prussia,PA,10
UKG (Ultimate Kronos Group),Weston,FL,100
Ulta Salon Cosmetics & Fragrance,Bolingbrook,IL,20
Under Armour Inc.,Baltimore,MD,100
Unilever,Englewood Cliffs,NJ,100
Union Pacific Corp.,Omaha,NE,95
Unisys Corp.,Blue Bell,PA,75
United Airlines Holdings Inc.,Chicago,IL,100
United Nations Federal Credit Union,Long Island City,NY,80
United Natural Foods Inc.,Providence,RI,100
United Parcel Service Inc.,Atlanta,GA,100
United Services Automobile Association,San Antonio,TX,100
United States Steel Corp.,Pittsburgh,PA,100
UnitedHealth Group Inc.,Minnetonka,MN,100
Univar Solutions Inc.,Downers Grove,IL,100
Universal Health Services Inc.,King of Prussia,PA,20
University of Phoenix,Phoenix,AZ,100
Univision Communications Inc.,Miami,FL,100
Unum Group,Chattanooga,TN,100
UPMC Health Plan,Pittsburgh,PA,100
Urban Outfitters Inc.,Philadelphia,PA,80
US Foods Inc.,Rosemont,IL,75
USG Corp.,Chicago,IL,40
UW Credit Union,Madison,WI,95
Valero Energy Corp.,San Antonio,TX,60
Vanguard Group Inc.,Malvern,PA,100
Veritas Technologies LLC,Mountain View,CA,100
Veritiv,Atlanta,GA,75
Verizon Communications Inc.,New York,NY,100
VERMEG SARL,New York,NY,100
Vertex Pharmaceuticals Inc.,Boston,MA,100
VF Corp.,Greensboro,NC,100
ViacomCBS,New York,NY,100
Vinson & Elkins LLP,Houston,TX,100
Virgin Orbit,Long Beach,CA,100
Visa,San Francisco,CA,100
Vision Service Plan,Rancho Cordova,CA,40
Vistra Energy,Irving,TX,20
Vivint Smart Home Inc.,Provo,UT,90
Vizient Inc.,Irving,TX,85
VMLY&R,Kansas City,MO,100
VMware Inc.,Palo Alto,CA,100
Volkswagen Group of America Inc.,Herndon,VA,90
Vorys Sater Seymour and Pease LLP,Columbus,OH,100
Vox Media Inc.,Washington DC,DC,100
Voya Financial,New York,NY,100
W.R. Berkley,Greenwich,CT,0
W.W. Grainger Inc.,Lake Forest,IL,100
Wabtec Corporation,Pittsburgh,PA,85
Wachtell Lipton Rosen & Katz,New York,NY,100
Waddell & Reed Financial Inc.,Overland Park,KS,100
Walgreen Co.,Deerfield,IL,100
Walmart Inc.,Bentonville,AR,100
Walt Disney Co. The,Burbank,CA,100
Warby Parker,New York,NY,100
Warner Music Group,New York,NY,100
Washington DC Permanente Medical Group,Renton,WA,100
Waste Management Inc.,Houston,TX,80
Waters Corp.,Milford,MA,95
Wawa Inc.,Wawa,PA,100
Wayfair,Boston,MA,100
WE Communications,Bellevue,WA,100
Weil Gotshal & Manges LLP,New York,NY,100
WellCare Health Plans Inc.,Tampa,FL,100
Wellmark Inc.,Des Moines,IA,100
Wells Fargo & Co.,San Francisco,CA,100
Wendy's Co. The,Dublin,OH,100
WESCO International Inc.,Pittsburgh,PA,60
West Monroe Partners LLC,Chicago,IL,100
Western & Southern Financial Group,Cincinnati,OH,0
Western Digital Corp.,San Jose,CA,100
Western Union Co. The,Denver,CO,85
Westlake Chemical,Houston,TX,20
WestRock,Atlanta,GA,100
Weyerhaeuser Co.,Seattle,WA,85
Whirlpool Corp.,Benton Harbor,MI,100
White & Case LLP,New York,NY,100
Wiley Rein LLP,Washington DC,DC,100
William Blair & Company LLC,Chicago,IL,100
Williams & Connolly LLP,Washington DC,DC,100
Williams Companies Inc.,Tulsa,OK,95
Williams Mullen Clark & Dobbins,Richmond,VA,100
Williams-Sonoma Inc.,San Francisco,CA,90
Willis Towers Watson,Arlington,VA,100
Willkie Farr & Gallagher LLP,New York,NY,100
Wilmer Cutler Pickering Hale & Dorr LLP,Washington DC,DC,100
Wilson Sonsini Goodrich & Rosati PC,Palo Alto,CA,100
Windstream Corp.,Little Rock,AR,70
Winston & Strawn LLP,Chicago,IL,100
Wipro Ltd.,East Brunswick,NJ,95
Womble Bond Dickinson (US) LLP,Winston-Salem,NC,100
Wood,Houston,TX,100
Workday Inc.,Pleasanton,CA,100
World Fuel Services,Miami,FL,20
World Wide Technology Inc.,St. Louis,MO,75
WPP Group USA,New York,NY,100
Wyndham Destinations,Orlando,FL,100
Wyndham Hotels & Resorts Inc.,Parsippany,NJ,100
Wynn Resorts Ltd.,Las Vegas,NV,90
Xcel Energy Inc.,Minneapolis,MN,100
Xerox Corp.,Norwalk,CT,100
Xperi Holdings Corporation,San Jose,CA,85
XPO Logistics,Greenwich,CT,85
Xylem Inc.,Rye Brook,NY,100
Yelp Inc.,San Francisco,CA,100
Yext Inc.,New York,NY,100
Young's Market Co.,Tustin,CA,75
Yum China Holdings,Plano,TX,30
Yum! Brands Inc.,Louisville,KY,100
Zendesk Inc.,San Francisco,CA,100
ZenPayroll Inc. dba Gusto,San Francisco,CA,100
Zillow Group,Seattle,WA,100
Zoetis Inc.,Parsippany,NJ,100
ZS Associates Inc.,Evanston,IL,100
 Inc.,Schaumburg,IL,90
